classical, classical_games, classical_rd, rapid, rapid_games, rapid_rd, blitz, blitz_games, blitz_rd, league_games
1899,119,106,1973,2493,46,1946,4587,45,53
1945,57,141,2003,46,99,2000,1309,73,6
1641,261,147,1442,30,166,1377,69,152,15
2012,384,95,2000,297,81,1839,3496,45,16
1799,1224,65,1752,2598,69,1681,1062,60,70
2143,242,80,2106,358,78,1894,2131,45,87
2096,71,108,2100,995,101,2087,106,52,47
1720,44,162,1662,1,330,1527,132,157,8
1738,62,158,1842,143,163,2056,3985,45,7
2101,248,99,2138,420,73,2163,2102,47,2
1411,318,112,1651,-27448,45,1255,310,73,24
1787,77,78,1872,44,74,1903,5371,45,63
1689,34,163,1886,90,102,1653,2956,99,3
1879,421,75,1702,19,150,1760,11,188,13
2214,302,66,2346,4976,51,2166,2227,45,49
1819,85,114,1500,0,500,1500,0,500,37
1707,79,148,1457,13,173,1566,656,69,15
1989,64,139,1922,208,149,1878,1065,154,23
1478,230,168,1486,374,136,1501,2397,111,2
2371,81,132,2418,181,139,2537,1191,130,42
2152,112,130,2182,50,137,2101,963,114,6
1753,375,56,1789,1619,47,1660,746,45,64
1745,334,136,1853,2652,99,1510,3928,45,7
2106,104,105,2160,159,90,2026,12087,80,1
1480,348,153,1726,302,89,1413,2540,45,2
1683,145,85,1834,200,82,1804,1453,47,30
1750,111,106,1659,60,121,1544,333,102,40
1647,299,59,1650,344,48,1514,426,48,58
1951,116,110,1931,74,124,1835,580,96,35
1295,14,176,1885,6304,45,1696,364,82,1
1909,444,131,1770,1965,103,1607,3392,46,11
1614,21,167,1714,236,148,1697,1904,85,8
2174,101,125,2467,1072,72,2521,9771,45,3
2225,70,139,2074,116,134,2238,28,133,7
1703,127,162,1810,621,155,1621,330,94,1
2131,39,164,2035,9,158,1992,387,88,8
1718,103,131,1738,172,106,1631,349,119,11
1767,53,119,2060,1685,59,1976,12104,45,14
2043,493,56,2065,798,45,2019,1476,45,98
2293,105,156,2515,517,63,2459,5113,57,8
1859,126,91,1968,929,78,1958,8987,72,1
1848,35,165,1749,37,223,1561,40,169,7
1624,1039,64,1389,2258,48,1119,1837,45,10
1898,287,54,1901,358,55,1834,2559,45,16
1964,1093,54,2001,345,48,1872,2850,58,19
1824,72,120,1717,136,105,1748,16,137,2
2060,37,166,1920,79,138,2106,216,130,8
1659,247,157,1618,1046,159,1507,1990,157,8
1726,106,70,1844,459,53,1603,288,75,44
1777,724,135,1600,35,154,1822,1519,136,3
2154,85,114,1986,134,120,1869,405,95,22
1883,103,143,2112,2782,75,1894,6541,66,8
1837,226,77,1933,37,79,1714,3571,45,64
1934,115,128,1843,215,146,1950,4381,106,24
1963,37,158,1969,20,204,2106,744,114,16
2036,2334,45,2041,705,57,1800,283,51,46
1283,48,162,1090,84,156,1513,95,131,14
2212,118,93,2326,922,52,2292,3629,46,7
1487,48,156,1432,56,164,1299,559,161,8
1999,946,51,2065,363,46,1500,0,500,59
1873,154,126,1785,84,106,1875,6875,45,1
1999,43,108,2239,97,83,2186,255,60,1
1814,525,68,1929,1555,52,1720,1642,53,66
2187,170,96,2236,70,104,2154,1948,51,18
2249,60,91,2481,980,62,2403,4196,50,17
1637,33,146,1689,123,95,1600,1413,45,12
1478,21,149,1611,6,196,1334,1,283,1
1783,76,117,1723,155,90,1965,2118,50,6
1485,95,112,1852,2712,51,1765,9982,45,1
2333,255,74,2278,1174,58,2289,8202,46,24
2161,229,117,2212,37,77,2203,8195,47,34
2005,32,115,1937,5,169,1536,17,144,9
1989,719,141,1970,7455,119,2053,6725,97,15
1779,62,145,1799,858,151,1594,2848,103,16
2053,60,95,1982,334,54,1712,234,47,8
2370,134,125,2482,221,78,2454,6555,45,11
2082,544,69,2193,2627,58,2079,6333,45,73
1976,196,121,2065,73,141,1858,1024,61,24
2084,879,103,2247,408,46,2183,2984,45,20
1917,60,105,1327,20,152,2138,6236,67,14
1757,96,126,1417,89,179,1256,2,297,9
1694,634,63,1671,333,52,1365,608,46,71
1534,511,110,1713,495,68,1408,501,70,2
1714,103,137,1499,58,140,1304,275,139,8
1898,251,113,2042,470,73,1933,13440,56,21
2017,922,126,2003,1260,75,1905,2286,84,3
1658,45,136,2255,926,61,2145,3825,45,2
1324,120,123,1331,15,109,1500,0,500,1
2294,185,128,2475,836,56,2356,1727,45,13
1803,229,72,1941,1254,65,1667,578,47,8
1830,158,115,1967,6968,50,1883,4224,59,2
2247,13,164,2402,19,115,2380,1416,89,1
2026,34,115,2007,288,85,1930,1178,85,2
1575,1866,51,1530,2243,49,1307,1425,64,31
1984,18,159,2405,150,81,2254,6078,46,3
1851,848,49,1675,1651,56,1665,1861,45,6
2255,133,85,2286,353,65,2303,6387,45,23
1871,651,67,1973,240,70,1860,3096,60,62
2106,134,84,2540,1692,57,2418,8003,45,2
1804,206,135,1949,404,51,1563,819,48,1
1957,226,87,2160,737,55,1945,1999,71,2
2117,20,144,2463,102,113,2309,411,103,1
1793,184,124,1659,337,111,1702,5814,94,5
1784,84,123,1920,866,58,1786,7213,45,18
1919,230,148,2065,151,121,1860,3120,86,11
1901,728,97,1737,7,143,1773,7912,67,22
2016,149,82,2028,248,68,1933,878,53,7
1908,227,79,1852,623,101,1779,2687,45,8
1927,15,155,1764,18,133,1646,99,88,1
1653,33,125,1760,189,107,1729,955,53,18
1979,890,80,2101,1371,84,2011,1401,57,29
2035,100,134,2119,589,51,2020,2042,71,9
1904,133,76,1929,65,145,1990,3610,51,78
1813,42,129,2013,154,103,1814,2394,60,1
1855,70,132,1819,285,130,2055,4996,49,4
1684,1114,45,1480,60,85,1315,4626,48,9
1816,219,83,1976,1054,69,1698,479,77,45
2124,25,135,1943,19,130,1890,237,67,7
1876,30,158,1376,2,420,1842,524,134,8
1614,981,113,1603,289,99,1699,1047,66,24
2048,86,101,2086,404,54,2002,1077,46,1
1983,213,101,1955,328,61,1738,603,55,2
2207,194,137,2183,411,112,2230,8184,79,12
1842,64,124,1777,395,85,1614,1038,45,22
1608,30,144,1583,22,144,1364,11,183,2
1941,1063,52,1847,981,45,1636,2514,45,37
1837,211,75,1852,157,71,1718,119,67,54
1799,1213,46,1676,1565,45,1256,2901,48,65
1867,215,122,1981,895,72,1933,6215,45,5
1845,221,110,1926,241,78,1813,800,77,6
1603,248,145,1470,794,104,1290,955,53,13
1568,453,81,1523,239,60,1271,75,64,8
1941,58,75,1836,9,155,1500,0,500,23
1948,20,146,1988,55,127,1875,57,100,7
2205,90,84,2150,68,95,2230,3174,57,2
1958,188,90,1937,305,82,2033,2970,45,16
1996,415,97,2072,1544,59,1937,4839,45,12
1939,189,83,1929,840,52,1684,1522,45,43
2026,80,117,2154,346,110,2109,2629,85,20
1872,543,70,1500,0,500,1692,918,70,8
2059,84,130,2341,702,48,2236,10148,49,3
1827,244,78,1890,1314,76,1731,2932,45,43
1749,68,148,1927,1475,47,1686,79,52,2
1728,158,91,1731,232,56,1510,925,45,9
2217,55,89,2175,75,90,2147,2938,54,1
1792,1185,60,1753,1181,60,1579,1226,56,66
1705,15,163,1793,10,169,1594,231,137,1
1609,100,95,1420,78,106,1145,26,103,45
1671,122,75,1765,171,52,1444,1763,48,61
1547,702,125,1207,116,117,1210,7,176,8
2210,274,61,2242,1308,65,2178,4566,95,63
1918,61,100,1974,1563,86,1957,2812,76,8
2025,110,130,2116,349,93,2257,11675,45,6
2116,395,126,1965,258,131,1940,421,124,7
1506,138,151,1475,60,127,1125,96,138,8
1942,962,102,1500,0,500,1500,0,500,3
1743,39,139,1749,23,94,1837,3745,45,17
1929,55,90,2208,54,66,2189,4203,45,11
1787,2236,70,1886,1471,45,1510,489,68,8
1908,29,147,1916,238,138,1864,968,46,4
2231,26,145,2205,55,149,2266,21,153,13
2065,36,153,2013,127,173,2048,751,166,7
1875,364,75,1853,333,61,1665,497,48,8
2204,68,103,2124,160,131,2083,860,87,41
2139,189,95,2303,1012,69,2118,4614,46,8
2203,320,126,2290,283,71,2046,3270,47,9
1668,144,96,1783,1041,47,1667,1000,46,20
1623,272,76,1545,614,46,1379,348,71,3
2063,29,171,2248,197,119,2397,2152,66,1
1810,200,45,2013,816,45,1940,2557,45,3
1700,31,134,1857,29,102,1697,969,87,11
2038,596,47,2092,389,58,1935,1618,55,49
1724,96,130,1866,156,72,1775,4519,45,7
2085,368,95,2188,478,70,1971,1256,45,26
1662,476,50,1632,729,54,1486,796,46,75
1828,73,151,1748,373,118,1814,2822,60,4
2199,37,143,2196,432,74,2080,2971,50,2
2170,638,111,2146,170,98,2200,1229,96,16
2540,2430,100,2493,2650,85,2361,11956,80,17
1738,889,112,1745,758,90,1660,3072,50,9
2278,81,109,2263,1205,62,2130,2719,45,1
1847,64,136,1780,62,128,1835,338,127,16
1597,24,162,1543,14,141,1307,784,97,2
1442,224,121,1482,466,87,1274,2004,47,45
1440,69,162,1787,716,115,1864,5028,50,3
1774,93,146,1824,273,121,1866,947,87,1
1900,587,128,1939,213,141,2053,-26798,45,18
1614,154,91,1500,0,500,1500,0,500,46
2133,326,71,2116,1760,48,2074,3469,46,24
1707,99,82,1866,4,211,1510,1815,45,28
1375,255,115,1099,22,153,1162,4,206,51
1773,193,142,1980,418,89,1950,2560,45,1
1711,30,141,1632,23,113,1360,60,103,14
1972,1114,45,1855,4015,45,1737,8086,45,72
2077,632,77,1981,1081,64,1880,3397,45,51
1883,219,99,1881,198,86,1837,1107,58,28
1530,31,159,1428,808,126,1108,362,150,6
1797,594,64,1632,85,131,1605,1604,57,2
1942,76,130,1864,144,127,1911,509,107,11
1829,102,123,1414,20,146,1473,495,75,2
2051,70,121,1593,17,202,1870,3441,125,34
1932,69,96,1953,23,146,1886,262,99,41
1794,196,102,1592,1453,75,1433,4719,45,17
1724,29,140,1502,3,230,1538,1333,126,8
2117,476,89,1813,63,107,1896,1124,45,7
1995,263,123,1922,39,136,1642,21,149,9
1722,63,93,1656,57,86,1310,102,70,16
1066,144,108,1242,533,74,787,67,114,2
2026,1438,61,2115,1458,69,1993,6867,45,3
1604,85,149,1833,1213,74,1695,4437,45,2
1876,52,137,2035,187,83,1837,1811,47,5
1708,94,142,1962,198,118,1839,1954,80,5
1996,113,125,2121,764,68,1915,1010,57,15
1504,39,121,1250,13,153,861,12,135,3
1789,215,107,1728,155,98,1766,436,45,25
1874,95,122,1912,124,96,1776,280,90,7
1720,2523,80,1618,313,83,1348,1095,49,10
1524,93,152,1532,296,157,1616,1490,135,3
1701,101,106,1699,88,89,1531,380,89,28
2158,49,137,2232,245,45,2195,8064,45,3
2077,51,108,2105,115,111,2036,443,107,1
1557,1203,77,1639,2700,45,1680,8393,46,76
1740,60,122,1627,20,149,1357,87,98,20
1762,759,55,1735,117,100,1571,3393,60,57
1716,85,111,1817,362,115,1514,286,100,15
1721,99,122,1673,72,110,1563,809,53,8
2136,138,94,2139,691,93,2171,9521,45,33
1547,82,150,1422,71,141,1285,12,177,2
2114,67,125,2042,27,135,2145,5994,50,14
1882,94,74,1999,148,58,1996,666,58,70
1919,247,59,2206,500,48,2310,4667,45,71
1534,142,151,1425,431,139,1423,1608,66,3
1881,462,111,1879,208,57,1609,1423,60,11
2317,247,80,2375,1857,59,2214,549,112,76
1589,69,150,1529,321,128,1302,701,148,1
1770,181,118,1717,50,102,1752,1686,45,24
1649,58,123,1607,50,123,1340,218,118,12
1725,36,134,1697,269,64,1614,1554,45,8
1942,55,118,2039,8,176,1703,242,88,25
2156,28,126,2303,84,68,2266,461,55,2
1846,71,107,2016,41,154,1500,0,500,9
1778,123,86,1799,374,90,1872,5833,52,31
1760,92,110,1406,87,148,1654,140,63,39
1816,57,141,1625,176,158,1394,106,159,2
2187,216,79,2284,1161,93,2203,4807,48,83
2043,568,69,2217,547,55,2072,1308,45,8
1780,59,130,1449,2,241,1470,497,92,4
1892,59,126,1982,137,119,1746,229,92,38
2001,251,84,2122,607,63,1955,7654,45,24
1990,64,126,1812,121,108,1749,1589,95,5
1927,113,98,1919,168,75,1951,3865,46,7
2013,566,49,2125,545,63,2213,10078,45,54
2112,1000,64,2013,1110,59,1844,432,104,16
1965,216,83,2217,1300,79,2120,7239,45,2
1725,37,135,1636,36,106,1276,33,128,1
1868,72,93,1870,93,90,1804,270,70,4
1771,223,73,1802,147,69,1639,379,71,46
1689,885,58,1768,865,61,1538,1383,62,63
2177,569,76,2160,588,62,2114,2326,45,66
1825,32,134,1769,33,137,1513,18,148,11
1815,128,106,1842,402,55,1744,5560,45,22
1587,416,112,1735,831,45,1482,4448,45,22
1842,268,62,1780,218,75,1717,543,48,66
1919,21,151,1820,44,114,1647,494,65,3
1738,328,116,1848,615,105,1689,1803,56,38
1864,28,161,1655,134,154,1542,56,150,1
2005,445,72,2141,738,63,2048,2352,46,64
1809,217,109,1837,110,68,1536,1523,58,17
1706,193,111,1813,30,119,1562,85,113,19
1749,77,100,1945,8963,45,1653,7099,45,14
2142,255,62,2260,270,59,2157,613,51,57
1815,25,149,1746,24,98,1888,2189,45,3
1875,151,119,1909,443,108,1726,1439,45,40
2039,168,97,1973,621,94,1764,1697,88,40
1332,77,127,1378,80,106,825,59,129,14
1883,211,130,1597,385,150,1528,285,124,1
1806,98,81,1846,1087,114,1828,871,84,46
1937,527,138,1849,379,90,1515,241,99,16
1916,370,55,2087,1127,68,1982,5839,67,2
2046,269,83,2045,191,80,2049,305,61,39
2100,222,116,1898,919,98,1687,625,113,26
1763,271,102,1852,617,51,1668,777,87,27
1655,155,69,1560,29,110,1412,3,266,26
1804,149,127,1702,123,106,1457,1157,74,1
2142,1074,46,2233,607,91,2242,23656,45,53
1894,632,92,1980,459,98,2026,859,84,26
1571,35,147,1670,24,105,1325,19,158,7
1498,118,87,1527,120,86,1377,41,96,2
1909,382,62,2062,1037,46,1981,2881,48,74
1407,150,127,1307,65,111,1228,591,80,1
2330,136,126,2275,283,102,2191,320,89,10
2062,228,89,2058,168,83,1780,400,84,37
1233,15,167,1311,32,160,1480,27,145,1
2369,46,126,2333,132,112,2406,2052,124,27
1776,59,92,1500,0,500,1500,0,500,50
1938,203,101,2021,477,91,1737,112,109,2
2052,115,98,2045,214,66,2000,831,79,26
1797,30,99,1799,15,132,1762,186,53,4
1983,153,100,1881,227,111,2024,4516,63,32
1907,921,86,1959,1429,70,1706,703,87,13
1535,112,137,1383,194,116,1235,16,162,15
1983,400,122,1982,88,96,1750,1518,58,7
1836,18,161,1949,254,53,1709,623,76,5
1854,135,67,1817,335,92,1691,1510,51,51
1514,50,98,1302,96,90,1203,77,90,9
1987,1527,45,1989,1420,98,2001,4775,45,19
1761,134,114,1733,217,106,1453,567,105,25
2040,118,111,2018,195,121,1967,1738,80,49
1574,35,146,1692,59,113,1476,45,121,8
1567,44,145,1777,7,145,1689,1429,48,1
2015,77,116,2062,142,91,1936,2484,47,24
1513,93,82,1471,798,46,1256,1724,47,55
1934,140,70,2126,89,76,2105,464,50,12
1397,95,99,1364,211,67,1109,597,45,8
1691,322,77,1277,235,180,1495,5,228,44
1931,345,104,2072,648,84,1847,2026,55,7
2113,23,124,1997,220,91,2206,3655,45,7
1774,55,102,1904,178,94,1918,1381,48,37
1839,877,52,1864,1523,45,1532,2367,45,21
1669,273,122,1641,396,56,1372,461,46,8
1688,55,100,1553,190,88,1432,532,54,12
1608,41,134,1986,213,49,1674,1200,48,1
2002,226,110,1801,339,96,1882,1229,69,8
1698,202,62,1684,267,48,1622,2611,46,18
1876,83,113,2105,290,82,2045,2597,48,16
1665,361,73,1652,2120,53,1270,3382,49,11
1938,167,63,1901,211,53,1610,155,72,45
2115,61,116,2069,46,125,1946,5709,55,21
1873,30,103,2303,593,52,2071,1656,50,2
2170,78,101,2240,228,97,2244,1875,81,17
1863,80,90,1953,123,120,1819,575,74,40
2095,36,147,2102,43,138,2020,63,140,3
1603,156,78,1640,347,78,1227,158,60,55
2047,199,129,2141,743,101,1963,4585,48,8
1659,128,117,1778,329,80,1555,858,45,16
1859,67,101,1843,388,102,1816,2911,51,37
1700,21,133,1910,787,50,1697,2899,45,7
2251,97,103,2394,1744,105,2400,4816,102,17
1521,86,77,1566,260,47,968,178,84,57
1916,538,81,2188,4111,45,2006,1215,56,13
2053,105,95,2329,1011,46,2205,4978,50,13
1683,81,140,1648,67,112,1314,138,98,7
2201,27,117,2160,117,104,2172,1466,62,1
1998,140,66,1964,56,94,1878,105,99,49
1445,161,66,1392,238,95,1027,71,108,41
1419,26,133,1313,10,171,1540,27,141,14
1695,300,109,1651,76,55,1263,71,66,1
1873,376,115,1915,922,95,1568,2749,54,17
2098,358,80,2182,343,62,1997,4972,45,39
2004,396,89,1934,274,101,1848,694,78,18
1644,1263,122,1543,1908,45,1520,29,126,3
1997,75,79,1829,62,106,1801,1695,45,16
1638,29,130,1678,29,143,1602,3062,51,8
1746,353,99,1527,121,99,1266,29,118,3
1760,142,109,1825,309,67,1701,2568,45,8
2207,140,73,2139,143,74,2076,1040,61,43
1394,179,123,1174,45,90,1172,66,131,4
1859,649,70,2077,1265,52,1920,5531,45,46
1922,960,67,2027,625,45,1949,120,65,1
2151,116,71,2064,20,152,2032,166,90,57
2033,77,73,2004,76,103,2071,1566,47,38
1989,42,136,2030,241,45,1933,2065,45,2
1749,499,119,1652,496,60,1570,2387,56,8
2157,105,109,2146,103,99,2223,1618,56,14
1363,88,71,1505,141,68,1447,1398,54,57
1906,492,115,1776,3,225,2015,15386,45,16
1821,191,115,1917,3821,67,2001,13610,45,19
2043,22,137,1500,0,500,2030,12,152,4
1813,117,99,1924,749,70,2030,2228,57,40
1713,77,91,1814,233,54,1846,2778,48,2
1578,47,128,1553,94,126,1228,975,89,11
1793,627,102,1792,1265,48,1516,1357,47,10
2019,50,114,2035,67,93,1958,744,65,1
1893,79,104,1500,0,500,1995,3,229,23
1727,231,103,1460,340,109,1284,273,93,8
1848,150,46,2104,634,57,1835,5341,45,13
2073,107,62,2060,77,56,2002,1171,45,26
2230,101,79,2070,49,122,1810,7,170,45
1432,27,132,1448,193,74,1264,23,132,13
1435,135,74,1382,25,89,1500,0,500,11
2063,366,63,1968,433,73,1932,1940,52,38
1826,36,134,1680,69,122,1733,820,97,5
1987,122,77,2026,306,52,1823,527,73,50
2137,145,88,2075,48,106,1835,1079,69,26
1967,154,67,1997,117,102,1752,231,56,40
1811,61,108,2009,12,127,1383,497,50,9
1741,86,100,1646,167,115,1712,467,69,23
1738,36,113,1629,31,115,1502,1060,55,9
2348,83,93,2391,100,111,2335,2010,46,8
1893,57,96,1775,165,104,1706,425,86,10
1686,70,81,1797,591,45,1656,2370,45,14
1864,257,54,1774,167,96,1732,3111,45,57
2033,759,87,2139,831,100,1936,3278,76,41
2163,29,136,2268,268,79,2064,4119,79,1
2030,694,90,2155,1076,51,2144,29156,45,31
1939,274,45,1942,598,49,2083,2502,94,8
1950,86,80,1940,230,85,1768,427,58,21
2004,29,131,1500,0,500,1956,2253,94,7
1954,389,90,2197,7511,46,1878,2070,98,40
1609,42,126,1591,82,108,1486,20,85,8
1898,359,77,1971,1513,48,1958,7322,45,27
1756,49,126,1679,31,122,1479,356,70,4
2083,403,55,2101,379,56,1844,8,168,15
1963,144,70,2010,348,48,1828,2972,61,48
1549,137,104,1291,71,112,1459,323,90,32
1218,56,116,1156,383,59,928,834,47,7
2170,103,98,2012,3,192,2186,584,45,17
1851,247,82,1884,105,49,1843,1249,45,11
1950,651,56,2000,2024,117,1916,2765,144,8
2187,173,82,2324,382,58,2433,1941,45,8
2202,37,123,2332,29,118,2108,1006,79,10
1919,1306,66,2041,13382,45,1840,7761,50,1
1646,113,106,1572,9,169,1319,414,92,23
1818,67,106,1874,58,93,1704,446,87,25
1840,170,103,1963,1509,77,1588,629,86,24
1867,115,103,1810,276,127,1768,2175,93,28
1878,71,85,1617,196,212,1378,1102,207,43
1658,79,116,1581,376,109,1394,63,115,15
1678,389,109,1616,107,86,1371,587,45,7
1606,66,88,1754,164,61,1500,0,500,33
1798,768,62,1745,65,78,1618,319,62,25
1725,62,122,1500,0,500,1503,42,105,8
1688,57,130,1593,140,110,1532,400,93,3
1802,107,106,1976,19,99,1375,7,189,23
2054,73,115,1752,2,249,1777,3631,90,13
1803,153,101,1711,68,121,1647,1255,100,19
1770,68,104,1805,379,97,1888,1573,79,8
1929,119,85,1936,154,69,1793,142,73,1
1264,118,74,1244,260,55,1046,1116,45,4
1608,85,112,1584,16,171,1500,0,500,14
1735,98,72,1900,21,209,1500,0,500,36
1854,193,78,1811,447,69,1573,844,64,34
2208,1391,45,2426,138,103,2442,16280,49,18
1878,105,127,2122,814,76,1949,7223,45,8
1895,346,63,1977,631,58,1682,174,61,55
2326,65,95,1628,4,209,2248,390,66,8
1971,34,89,2095,86,79,1847,219,70,1
1665,373,57,1508,548,87,1153,525,90,47
2041,87,71,2098,546,53,1897,2184,46,25
1651,39,121,1500,414,59,1328,1,267,1
1899,832,60,2000,2136,45,1839,3692,45,47
1937,138,86,1923,500,81,1876,3209,52,39
1909,101,69,1922,1326,45,1805,3011,51,33
1842,551,89,1964,505,74,1947,2057,46,25
1972,79,81,1992,181,48,1735,958,45,59
1379,104,97,1139,17,140,1218,15,170,27
2317,38,110,2388,35,96,2448,1154,45,17
1568,428,96,1505,755,63,1186,2096,46,1
1816,63,122,2013,204,61,1914,3374,45,8
1607,122,110,1649,299,61,1553,708,66,3
1945,469,62,2002,899,86,1872,4376,45,50
1970,1167,112,2145,1870,45,1841,425,45,8
1664,20,128,1630,6,179,1075,9,149,9
2055,240,73,2202,217,56,1976,1232,45,33
1693,172,67,1618,686,45,1253,983,45,50
1713,173,71,1777,301,67,1572,592,50,33
2050,173,106,2011,1246,110,1935,3485,52,13
1823,608,113,2058,2597,46,1816,2249,99,12
1681,1147,99,1664,170,53,1316,3721,45,8
1934,306,114,2006,67,161,1777,4271,54,8
2026,46,122,2215,83,112,2148,963,93,9
1691,265,120,1763,640,93,1587,1143,45,16
1721,416,121,1385,50,109,1587,2618,56,8
2097,398,66,2172,1805,45,2112,4563,45,47
1883,46,96,2005,27,122,2000,5216,72,26
2017,69,103,1914,10,152,1653,1,314,16
2042,25,130,2015,13,198,1882,8,129,5
1961,68,94,1932,51,113,2112,1876,66,4
2059,39,118,1844,179,136,1922,880,93,9
1811,213,111,1500,0,500,1457,166,107,11
1989,307,85,2036,273,73,1981,1799,56,34
1725,96,81,2000,476,54,1865,1764,45,31
2151,45,106,1780,10,166,1873,298,94,24
2222,137,94,2395,915,61,2280,2880,47,8
2106,111,103,2218,80,108,1899,1553,58,25
1959,68,104,1884,15,155,1944,5,217,13
1874,195,76,1802,425,85,1637,2307,54,47
1974,115,74,2043,134,50,1762,374,64,52
1980,84,121,2020,152,98,1978,893,70,1
1884,133,105,1935,430,103,1887,6124,47,3
1984,101,76,2110,207,67,1954,1951,45,46
2161,195,110,2111,252,119,1934,362,136,12
1819,75,78,1583,134,68,1333,2434,45,42
1561,85,143,2338,2170,47,2179,2641,46,4
1972,149,108,1887,58,132,1682,382,86,3
1408,476,107,1621,813,47,1434,866,45,8
2230,68,123,1987,157,113,1728,67,151,1
1785,104,119,1843,148,113,1933,8144,52,1
1818,28,131,1755,22,118,1702,577,65,15
2089,111,95,2198,1259,49,2101,6943,65,7
2008,130,99,2027,873,45,1993,3385,45,1
1629,206,94,1921,674,48,1521,600,74,1
1836,14,144,1609,83,114,1545,314,96,1
1948,170,103,1835,463,118,1991,325,69,27
1979,79,100,1971,231,87,1880,888,63,17
1794,113,107,1702,129,96,1536,321,84,1
2154,249,70,2206,1048,92,2054,3683,73,34
1464,30,118,1375,4,216,1033,6,195,17
1929,59,124,1954,303,74,1793,1187,45,8
1438,314,100,1281,21,127,1161,105,100,9
1889,1281,99,1900,200,62,1823,2332,45,13
1645,339,71,1675,261,60,1413,92,65,35
1971,139,134,2235,3247,89,1869,3,214,7
1790,59,100,1832,298,50,1505,230,45,1
1712,80,95,2007,7,157,1608,351,72,25
1809,353,104,1796,141,110,1636,268,81,18
1792,62,100,1922,86,94,1660,90,112,16
1762,79,104,2063,802,64,1830,1449,71,8
2036,150,93,2222,205,78,2232,1234,48,14
1738,2649,98,1662,621,46,1440,1542,53,7
1671,475,76,1905,2270,51,1735,2413,45,37
1705,14,144,1853,316,84,1726,2997,65,2
1994,76,99,2183,770,45,2094,9026,69,17
1527,99,125,1614,163,122,1637,592,89,10
1603,59,104,1589,15,141,1500,0,500,18
1924,81,109,2144,641,52,2083,1721,45,8
1803,47,87,1970,4,195,1884,3471,45,31
1982,44,130,2396,102,69,2210,2910,45,1
1984,154,78,1927,70,83,1899,3979,83,56
1877,61,117,2033,222,98,2043,9822,52,22
1672,92,117,1656,50,112,1478,270,88,10
1898,32,97,1597,19,137,1401,4,185,8
2117,136,84,2259,476,78,2185,13228,62,34
1535,86,111,1468,366,92,1307,353,95,4
1855,151,51,1910,10,139,1500,0,500,42
1885,238,114,1960,115,68,1879,2086,45,8
1567,276,107,1645,598,53,1405,441,52,8
1995,56,105,1990,735,72,1817,1242,49,31
1638,344,70,1804,1021,48,1536,770,49,8
2174,82,72,2286,150,89,2387,7556,45,1
1863,220,99,2003,1135,46,1775,997,45,8
1650,49,129,1556,122,95,1588,518,90,8
1875,106,122,1803,23,150,1883,529,68,3
2090,29,132,2162,246,94,2037,11781,45,6
1961,217,60,2001,194,73,1977,4100,50,29
1646,33,135,1787,86,111,1699,760,57,7
1954,182,114,1813,20,93,1579,505,57,8
2094,143,101,2133,795,80,2001,7849,76,16
2093,163,101,2109,1204,74,2019,2069,72,1
1737,130,117,1643,420,88,1748,3586,45,1
1845,77,126,1796,221,124,1768,826,109,8
2043,251,80,2213,2301,72,2151,6071,64,31
1604,40,114,1514,172,92,1346,823,87,12
1671,108,105,1617,43,109,1265,195,78,8
1693,63,85,1443,36,103,1382,109,90,46
2158,69,105,2046,11,213,1985,2902,73,32
2087,81,67,1949,31,117,2030,239,108,29
1737,91,96,1822,368,112,1883,2420,84,29
1699,381,75,1880,580,71,1728,2354,58,23
1854,274,70,1986,1019,45,1797,3772,51,8
1723,282,124,1688,846,119,1664,1993,102,4
1986,73,85,1956,123,105,1752,624,49,3
2184,79,94,2234,442,84,2081,10306,55,15
1634,177,99,1768,1630,45,1423,569,47,24
1708,59,130,1905,124,97,1675,2846,50,16
1722,56,119,1742,333,72,1601,1102,59,9
2020,200,103,2009,384,84,1622,265,99,2
1891,26,130,1500,0,500,1646,1325,47,6
1958,152,115,1772,455,80,1817,1703,46,4
2121,28,135,2211,64,109,2227,730,80,2
1727,117,111,1769,81,100,1592,353,97,2
2392,102,140,2475,286,104,2742,5994,45,7
1844,117,86,1904,393,83,1716,347,53,16
1974,25,133,1825,140,170,1992,1868,50,8
1698,156,126,1796,941,78,1515,9262,45,14
1835,17,148,1865,49,74,1577,188,81,1
1983,156,92,1841,97,131,1943,366,58,16
1777,153,80,1933,29,102,1596,1300,70,30
2253,59,105,2220,60,100,2215,1656,49,18
1905,385,65,2141,3304,45,1896,484,98,6
1887,88,119,2282,2036,45,2057,3487,48,3
1873,174,75,1951,227,89,1734,653,51,2
1695,292,113,1591,352,97,1236,325,71,13
2340,69,74,2186,53,109,2404,821,57,28
1932,90,70,1500,0,500,1933,212,45,16
1954,76,95,2234,54,103,2024,496,55,30
1426,36,119,1715,135,81,1647,388,59,1
1897,79,66,1953,39,79,1817,534,51,24
1690,71,88,1722,402,77,1355,77,97,10
1771,55,96,1737,26,138,1512,81,114,23
1605,352,53,1477,1441,47,986,20,114,12
2232,75,77,2254,11,135,2283,2069,52,18
1839,511,74,1981,1239,47,1798,2233,54,35
1699,112,85,1577,201,45,1353,65,83,27
1836,652,46,2002,138,75,1803,839,99,23
2203,148,90,2360,1352,50,2144,889,56,12
1938,1076,93,1846,1861,54,1535,2275,53,15
